ID;Cost_claims_year;Cost_claims_by_type;Claims_type
33878;3635.87;3635.87;complaint
33881;84.64;84.64;travel assistance
33883;642.9;642.9;complaint
33884;75.14;75.14;travel assistance
33901;155.14;155.14;travel assistance
33906;52.09;52.09;travel assistance
33907;49.95;49.95;travel assistance
33935;882.29;830.34;negligence
33935;882.29;51.95;travel assistance
33956;242.35;242.35;broken windows
33964;159.64;76.33;travel assistance
33964;159.64;83.31;travel assistance
33970;1402.62;1402.62;injuries
33980;58.53;58.53;travel assistance
33988;4566.07;2270.06;theft
33988;4566.07;1352.23;all risks
33988;4566.07;943.78;negligence
33989;97.88;97.88;broken windows
34009;51.95;51.95;travel assistance
34013;324.52;324.52;broken windows
34022;6479.45;6427.5;all risks
34022;6479.45;51.95;travel assistance
34024;378.94;313.57;complaint
34024;378.94;65.37;broken windows
34036;145.65;145.65;travel assistance
34057;798.7;659.91;travel assistance
34057;798.7;71.22;travel assistance
34057;798.7;67.57;travel assistance
34092;56.63;56.63;travel assistance
34096;55.95;55.95;travel assistance
34103;651.6;651.6;complaint
34130;1123.9;1123.9;negligence
34141;162.91;162.91;broken windows
34156;150.25;150.25;travel assistance
34158;1138.66;882;negligence
34158;1138.66;122.33;travel assistance
34158;1138.66;63.6;travel assistance
34158;1138.66;70.73;travel assistance
34181;49.95;49.95;travel assistance
34186;220.39;220.39;broken windows
34199;840.95;63.48;travel assistance
34199;840.95;387.89;complaint
34199;840.95;389.58;broken windows
34205;184.04;105.57;travel assistance
34205;184.04;78.47;travel assistance
34206;69.84;69.84;travel assistance
34210;134.89;70.57;travel assistance
34210;134.89;64.32;travel assistance
34212;11902.43;11902.43;all risks
34220;248.93;248.93;complaint
34222;2088;2088;negligence
34228;621.42;571.47;complaint
34228;621.42;49.95;travel assistance
34239;56.85;56.85;travel assistance
34241;348.77;264.42;broken windows
34241;348.77;84.35;travel assistance
34249;372.65;62.01;travel assistance
34249;372.65;310.64;broken windows
34257;94.38;94.38;complaint
34260;530.06;530.06;complaint
34274;711.97;711.97;complaint
34280;104.18;52.09;travel assistance
34280;104.18;52.09;travel assistance
34304;2238.8;2238.8;negligence
34319;67.11;67.11;travel assistance
34320;1117;1117;negligence
34324;49.95;49.95;travel assistance
34331;184.77;184.77;travel assistance
34334;8591.5;8508.06;negligence
34334;8591.5;83.44;travel assistance
34342;1104.5;71.51;travel assistance
34342;1104.5;961.48;complaint
34342;1104.5;71.51;travel assistance
34343;1636.65;1636.65;all risks
34350;89.7;89.7;broken windows
34366;148.55;148.55;complaint
34370;607.83;607.83;complaint
34372;3365.02;3365.02;negligence
34375;54.89;54.89;travel assistance
34377;958.83;76.83;complaint
34377;958.83;882;negligence
34386;542.89;542.89;complaint
34398;444.69;444.69;complaint
34400;74.03;74.03;travel assistance
34407;232.74;155.79;travel assistance
34407;232.74;76.95;travel assistance
34430;5592.3;5494.68;complaint
34430;5592.3;97.62;travel assistance
34431;589.7;589.7;complaint
34436;49.95;49.95;travel assistance
34451;2654.12;2654.12;negligence
34452;198.49;198.49;travel assistance
34469;92.52;92.52;travel assistance
34473;128.32;128.32;travel assistance
34474;73.32;73.32;travel assistance
34483;702.99;702.99;complaint
34487;4145.64;83.64;travel assistance
34487;4145.64;4062;negligence
34522;993.76;85.77;travel assistance
34522;993.76;71.98;travel assistance
34522;993.76;65.86;travel assistance
34522;993.76;358.76;negligence
34522;993.76;20.37;travel assistance
34522;993.76;27.64;travel assistance
34522;993.76;294.77;complaint
34522;993.76;36.55;travel assistance
34522;993.76;32.05;travel assistance
34534;58.94;58.94;travel assistance
34540;108.61;108.61;travel assistance
34554;882;882;negligence
34563;1112.04;1112.04;all risks
34573;86.87;86.87;travel assistance
34581;117.31;117.31;travel assistance
34589;63.34;63.34;travel assistance
34596;73.97;73.97;travel assistance
34600;157.54;157.54;broken windows
34613;172.51;172.51;broken windows
34620;694.38;694.38;complaint
34635;1702;1702;negligence
34638;106.84;106.84;complaint
34663;107.3;107.3;travel assistance
34689;4193.33;3719.06;all risks
34689;4193.33;474.27;broken windows
34694;436.78;436.78;complaint
34710;477.95;477.95;travel assistance
34714;2508.24;2508.24;complaint
34715;3990.91;60.25;travel assistance
34715;3990.91;3930.66;negligence
34718;74.17;74.17;travel assistance
34737;1337.54;1337.54;negligence
34744;433.53;183.7;travel assistance
34744;433.53;62.43;travel assistance
34744;433.53;51.95;travel assistance
34744;433.53;135.45;travel assistance
34755;98.45;98.45;travel assistance
34776;49.95;49.95;travel assistance
34784;127.73;60.62;travel assistance
34784;127.73;67.11;travel assistance
34789;282.2;282.2;broken windows
34795;215.41;98.31;travel assistance
34795;215.41;51.95;travel assistance
34795;215.41;65.15;travel assistance
34799;788.21;193.28;complaint
34799;788.21;518.37;complaint
34799;788.21;76.56;travel assistance
34801;51.95;51.95;travel assistance
34803;1770.23;1770.23;complaint
34804;268.25;123.67;travel assistance
34804;268.25;144.58;travel assistance
34805;176.92;176.92;broken windows
34806;157.28;157.28;travel assistance
34809;5771.05;78.12;travel assistance
34809;5771.05;275.82;broken windows
34809;5771.05;5417.11;negligence
34814;882;882;negligence
34823;1764;882;negligence
34823;1764;882;negligence
34830;51.95;51.95;travel assistance
34833;1078.19;1078.19;travel assistance
34842;269.03;269.03;travel assistance
34865;150.25;150.25;travel assistance
34876;175.28;175.28;complaint
34879;879.68;116.09;travel assistance
34879;879.68;763.59;negligence
34880;139.4;47.59;travel assistance
34880;139.4;91.81;travel assistance
34881;1561.88;1561.88;all risks
34887;51.95;51.95;travel assistance
34893;85.12;85.12;travel assistance
34899;820;820;complaint
34904;719.58;281.52;negligence
34904;719.58;67.11;travel assistance
34904;719.58;319;broken windows
34904;719.58;51.95;travel assistance
34933;1964;882;negligence
34933;1964;1082;negligence
34952;3158.87;3158.87;complaint
34953;137.57;66.06;travel assistance
34953;137.57;71.51;travel assistance
34959;54.89;54.89;travel assistance
34961;699.45;618.73;travel assistance
34961;699.45;80.72;travel assistance
34995;944.1;81.79;travel assistance
34995;944.1;51.95;travel assistance
34995;944.1;227.9;travel assistance
34995;944.1;328.43;travel assistance
34995;944.1;66.97;travel assistance
34995;944.1;187.06;travel assistance
35012;3590.84;70.19;broken windows
35012;3590.84;184.03;travel assistance
35012;3590.84;3171.94;negligence
35012;3590.84;164.68;travel assistance
35023;51.95;51.95;travel assistance
35032;86.03;86.03;travel assistance
35035;701.12;701.12;complaint
35038;83.65;35.99;complaint
35038;83.65;47.66;travel assistance
35083;412.27;310.37;complaint
35083;412.27;101.9;broken windows
35084;176.09;176.09;travel assistance
35096;296.31;222.99;broken windows
35096;296.31;73.32;travel assistance
35101;2128.61;75.28;travel assistance
35101;2128.61;1444.56;complaint
35101;2128.61;608.77;complaint
35103;74.37;74.37;travel assistance
35104;456.26;164.73;complaint
35104;456.26;27.71;travel assistance
35104;456.26;18.69;travel assistance
35104;456.26;245.13;negligence
35116;81.85;81.85;travel assistance
35156;415.57;415.57;broken windows
35162;224.64;224.64;travel assistance
35171;142.52;56.78;complaint
35171;142.52;3.52;complaint
35171;142.52;62.96;complaint
35171;142.52;9.23;travel assistance
35171;142.52;10.02;travel assistance
35182;454.03;454.03;travel assistance
35211;467.3;467.3;complaint
35218;55.17;55.17;travel assistance
35221;145.5;76.71;travel assistance
35221;145.5;68.79;travel assistance
35223;268.03;268.03;travel assistance
35224;115.53;115.53;broken windows
35225;589.5;294.75;broken windows
35225;589.5;294.75;broken windows
35227;838.03;838.03;complaint
35255;149.25;149.25;travel assistance
35265;4118.82;4118.82;negligence
35266;49.95;49.95;travel assistance
35280;131.19;131.19;travel assistance
35281;1038.53;963.33;travel assistance
35281;1038.53;75.2;travel assistance
35297;50.09;50.09;travel assistance
35306;163.91;163.91;travel assistance
35321;55.59;55.59;complaint
35347;399.36;324.22;broken windows
35347;399.36;75.14;travel assistance
35373;534.97;534.97;all risks
35386;52.09;52.09;travel assistance
35389;372.05;372.05;complaint
35411;52.09;52.09;travel assistance
35419;207.91;207.91;complaint
35423;566.9;566.9;all risks
35428;260.34;260.34;broken windows
35428;260.34;0;complaint
35437;301.53;301.53;complaint
35471;149.07;135.03;travel assistance
35471;149.07;14.04;travel assistance
35479;428.52;428.52;complaint
35482;179.01;64.46;travel assistance
35482;179.01;50.09;travel assistance
35482;179.01;64.46;travel assistance
35483;51.95;51.95;travel assistance
35484;387.14;198.49;travel assistance
35484;387.14;188.65;travel assistance
35508;333.54;333.54;broken windows
35513;882;882;negligence
35515;107.16;62.98;complaint
35515;107.16;44.18;broken windows
35518;179.67;0;injuries
35518;179.67;179.67;broken windows
35561;647.67;641.78;complaint
35561;647.67;5.89;complaint
35566;4884.36;56.18;travel assistance
35566;4884.36;4828.18;complaint
35571;92.26;92.26;complaint
35576;301.03;301.03;complaint
35579;62.98;62.98;travel assistance
35589;90.56;90.56;travel assistance
35591;136.68;136.68;complaint
35603;739.92;38.99;travel assistance
35603;739.92;658.76;complaint
35603;739.92;42.17;travel assistance
35644;50.09;50.09;travel assistance
35647;6421.23;6096.99;negligence
35647;6421.23;324.24;broken windows
35649;882;882;all risks
35660;284.12;284.12;travel assistance
35676;380.82;380.82;complaint
35683;112.09;50.09;travel assistance
35683;112.09;62;travel assistance
35684;49.27;49.27;travel assistance
35687;176.76;176.76;complaint
35688;820.52;820.52;complaint
35705;66.06;66.06;travel assistance
35709;304.38;304.38;complaint
35727;378.53;84.51;travel assistance
35727;378.53;99.58;travel assistance
35727;378.53;194.44;complaint
35735;82.77;0;complaint
35735;82.77;82.77;travel assistance
35738;599.94;485.67;broken windows
35738;599.94;64.32;travel assistance
35738;599.94;49.95;travel assistance
35740;199.92;98.2;travel assistance
35740;199.92;101.72;travel assistance
35759;313.7;260.85;broken windows
35759;313.7;52.85;travel assistance
35765;970.25;150.25;travel assistance
35765;970.25;820;injuries
35771;192.09;99.09;travel assistance
35771;192.09;93;travel assistance
35774;1284.79;1284.79;complaint
35778;73.09;73.09;broken windows
35785;348.03;246.38;broken windows
35785;348.03;101.65;travel assistance
35786;112.37;62.42;travel assistance
35786;112.37;49.95;travel assistance
35791;64.46;64.46;travel assistance
35792;87.85;87.85;travel assistance
35793;496.3;496.3;complaint
35814;2128.09;56.22;travel assistance
35814;2128.09;87.98;travel assistance
35814;2128.09;102.99;travel assistance
35814;2128.09;1880.9;complaint
35817;129.3;129.3;complaint
35818;71.78;71.78;travel assistance
35845;145.52;145.52;travel assistance
35863;192.16;192.16;all risks
35873;49.95;49.95;travel assistance
35875;350.63;350.63;complaint
35877;309.87;309.87;travel assistance
35884;79.91;79.91;travel assistance
35892;78.8;78.8;travel assistance
35898;528.5;91.18;travel assistance
35898;528.5;437.32;complaint
35923;336.78;336.78;complaint
35952;90.88;90.88;travel assistance
35977;52.09;52.09;travel assistance
36014;50.09;50.09;travel assistance
36018;1335.07;1335.07;complaint
36033;882;882;negligence
36037;467.63;467.63;all risks
36038;645.45;645.45;complaint
36050;130.3;54.26;travel assistance
36050;130.3;76.04;travel assistance
36055;94.39;94.39;travel assistance
36056;637.5;637.5;complaint
36058;112.28;112.28;travel assistance
36066;1061.37;64.61;travel assistance
36066;1061.37;996.76;travel assistance
36067;190.29;190.29;travel assistance
36069;103.91;52.46;travel assistance
36069;103.91;51.45;travel assistance
36072;55.08;55.08;travel assistance
36077;100.04;50.09;travel assistance
36077;100.04;49.95;travel assistance
36095;271.95;271.95;broken windows
36105;490.65;490.65;broken windows
36128;69.69;69.69;travel assistance
36129;1488.42;1488.42;other
36134;771.47;663.87;all risks
36134;771.47;70.14;broken windows
36134;771.47;37.46;travel assistance
36140;119.2;67.25;travel assistance
36140;119.2;51.95;travel assistance
36164;514.5;514.5;broken windows
36174;229.4;229.4;complaint
36175;71.63;71.63;travel assistance
36181;384.88;384.88;all risks
36184;214.41;107.2;travel assistance
36184;214.41;107.21;travel assistance
36194;1289.91;1289.91;complaint
36201;119.34;67.25;travel assistance
36201;119.34;52.09;travel assistance
36208;361.23;361.23;travel assistance
36212;68.83;68.83;travel assistance
36231;339.97;0;negligence
36231;339.97;339.97;travel assistance
36234;7988.79;26.28;travel assistance
36234;7988.79;49.13;travel assistance
36234;7988.79;671.25;broken windows
36234;7988.79;7242.13;negligence
36235;49.13;49.13;travel assistance
36239;49.13;49.13;travel assistance
36243;79.25;79.25;travel assistance
36261;63.17;49.13;travel assistance
36261;63.17;14.04;travel assistance
36271;64.32;64.32;travel assistance
36274;49.95;49.95;travel assistance
36279;126.15;126.15;travel assistance
36283;378.62;378.62;complaint
36285;162.4;162.4;travel assistance
36310;354.91;354.91;complaint
36315;690.28;690.28;complaint
36330;56.85;56.85;travel assistance
36348;94.77;94.77;complaint
36387;404.31;404.31;complaint
36424;100.6;100.6;travel assistance
36432;84.35;84.35;travel assistance
36441;113.14;52.69;complaint
36441;113.14;60.45;negligence
36448;72.6;72.6;broken windows
36462;503.51;503.51;complaint
36470;9803.57;475.22;broken windows
36470;9803.57;56.99;travel assistance
36470;9803.57;9271.36;complaint
36482;1111.17;1111.17;complaint
36487;1223.66;597.42;complaint
36487;1223.66;626.24;complaint
36500;500.03;500.03;complaint
36503;117.49;117.49;complaint
36535;1044.45;1044.45;complaint
36549;511.32;511.32;broken windows
36563;108.93;56.98;complaint
36563;108.93;51.95;travel assistance
36566;79.39;79.39;travel assistance
36586;151.78;151.78;complaint
36608;120.57;120.57;travel assistance
36611;184.63;107.19;broken windows
36611;184.63;77.44;broken windows
36624;130.44;66.2;travel assistance
36624;130.44;64.24;travel assistance
36632;250.62;250.62;all risks
36636;1430.53;1430.53;all risks
36641;212.75;212.75;broken windows
36649;51.95;51.95;travel assistance
36679;224.91;91.47;travel assistance
36679;224.91;51.95;travel assistance
36679;224.91;81.49;travel assistance
36681;51.95;51.95;travel assistance
36684;86.17;86.17;travel assistance
36689;52.09;52.09;travel assistance
36694;60.62;60.62;travel assistance
36695;539.06;448.92;negligence
36695;539.06;90.14;other
36703;67.11;67.11;travel assistance
36706;301.84;214.98;complaint
36706;301.84;86.86;all risks
36712;85.19;85.19;complaint
36762;66.2;66.2;travel assistance
36793;152.27;152.27;travel assistance
36812;639.55;639.55;complaint
36846;66.97;66.97;travel assistance
36855;579.54;103.69;complaint
36855;579.54;475.85;all risks
36867;483.27;157.62;complaint
36867;483.27;325.65;negligence
36879;2309.47;1725.42;all risks
36879;2309.47;573.33;all risks
36879;2309.47;10.72;complaint
36889;87.86;87.86;travel assistance
36890;163.98;81.99;broken windows
36890;163.98;81.99;broken windows
36895;53.14;53.14;travel assistance
36896;148.25;148.25;complaint
36900;882;882;negligence
36914;110.53;110.53;travel assistance
36951;93.19;93.19;travel assistance
36987;76.47;76.47;travel assistance
36993;54.89;54.89;travel assistance
36994;120.19;59.94;complaint
36994;120.19;60.25;travel assistance
36998;181.21;181.21;travel assistance
37002;991.34;991.34;complaint
37006;85.6;85.6;travel assistance
37036;501.17;134.55;travel assistance
37036;501.17;248.37;travel assistance
37036;501.17;118.25;travel assistance
